model_key,N,question_type,answer,ground_truth,label,sub_label,ambiguous
qwen,10,person_timestep_lookup,6,8,stale,,True
qwen,10,trajectory,7,12,stale,,True
qwen,10,person_timestep_lookup,15,0,wrong_timestep,missed,True
qwen,10,trajectory,2,0,wrong_person,sign_flipped,True
qwen,10,trajectory,7,10,wrong_timestep,missed,True
qwen,10,person_timestep_lookup,2,0,wrong_person,sign_flipped,True
qwen,10,trajectory,12,13,stale,missed,True
qwen,10,person_timestep_lookup,11,4,wrong_timestep,,False
qwen,10,trajectory,5,2,unexplained,,False
qwen,10,person_timestep_lookup,7,2,stale,missed,True
qwen,10,trajectory,11,8,unexplained,,False
qwen,10,person_timestep_lookup,13,12,single_transfer,doubled,False
qwen,10,trajectory,3,4,wrong_person,,True
qwen,10,person_timestep_lookup,4,7,stale,missed,True
qwen,10,trajectory,4,2,wrong_timestep,,False
qwen,10,person_timestep_lookup,29,5,single_transfer,missed,False
qwen,10,trajectory,3,0,unexplained,,False
qwen,10,person_timestep_lookup,11,13,wrong_timestep,missed,True
qwen,10,trajectory,1,0,wrong_person,missed,True
qwen,10,person_timestep_lookup,10,1,wrong_timestep,,False
qwen,10,trajectory,7,11,stale,missed,True
qwen,10,trajectory,3,2,wrong_person,doubled,True
qwen,10,person_timestep_lookup,12,3,single_transfer,missed,False
qwen,10,trajectory,2,3,wrong_timestep,doubled,True
qwen,10,person_timestep_lookup,21,7,unexplained,,False
qwen,10,trajectory,6,5,wrong_person,,False
qwen,10,person_timestep_lookup,13,5,wrong_person,,False
qwen,10,trajectory,6,0,single_transfer,sign_flipped,False
qwen,10,person_timestep_lookup,4,2,wrong_person,sign_flipped,True
qwen,10,trajectory,5,6,wrong_person,missed,True
qwen,10,person_timestep_lookup,3,1,stale,,True
qwen,10,trajectory,5,6,unexplained,,False
qwen,10,person_timestep_lookup,7,3,wrong_timestep,doubled,True
qwen,10,trajectory,11,2,unexplained,,False
qwen,10,person_timestep_lookup,4,8,wrong_timestep,missed,True
qwen,10,trajectory,3,2,wrong_timestep,,False
qwen,10,person_timestep_lookup,7,2,single_transfer,missed,False
qwen,10,trajectory,5,14,wrong_person,,False
qwen,10,person_timestep_lookup,5,3,wrong_timestep,doubled,True
qwen,10,trajectory,8,9,single_transfer,missed,False
qwen,10,person_timestep_lookup,11,0,wrong_person,,False
qwen,10,trajectory,5,2,wrong_person,,True
qwen,12,person_timestep_lookup,4,6,wrong_person,sign_flipped,True
qwen,12,trajectory,8,2,single_transfer,sign_flipped,False
qwen,12,person_timestep_lookup,3,2,wrong_timestep,missed,True
qwen,12,trajectory,3,1,single_transfer,sign_flipped,False
qwen,12,person_timestep_lookup,12,3,unexplained,,False
qwen,12,trajectory,14,15,wrong_timestep,missed,True
qwen,12,person_timestep_lookup,11,1,wrong_timestep,,False
qwen,12,trajectory,8,7,wrong_timestep,doubled,True
qwen,12,person_timestep_lookup,11,3,unexplained,,False
qwen,12,trajectory,4,5,stale,missed,True
qwen,12,person_timestep_lookup,13,7,single_transfer,sign_flipped,False
qwen,12,person_timestep_lookup,13,14,single_transfer,missed,False
qwen,12,trajectory,8,4,wrong_person,,False
qwen,12,trajectory,2,4,wrong_timestep,,False
qwen,12,person_timestep_lookup,10,0,unexplained,,False
qwen,12,person_timestep_lookup,31,6,unexplained,,False
qwen,12,trajectory,8,2,wrong_person,,False
qwen,12,person_timestep_lookup,10,9,single_transfer,doubled,False
qwen,12,trajectory,4,3,wrong_person,,True
qwen,12,person_timestep_lookup,3,0,wrong_person,doubled,True
qwen,12,person_timestep_lookup,11,0,single_transfer,doubled,False
qwen,12,trajectory,3,1,single_transfer,missed,False
qwen,12,person_timestep_lookup,11,5,wrong_timestep,doubled,True
qwen,12,trajectory,5,17,wrong_person,,False
qwen,12,person_timestep_lookup,4,3,wrong_person,missed,True
qwen,12,trajectory,7,13,wrong_timestep,,False
qwen,12,person_timestep_lookup,11,9,wrong_timestep,doubled,True
qwen,12,person_timestep_lookup,30,5,unexplained,,False
qwen,12,trajectory,7,0,wrong_person,,True
qwen,12,person_timestep_lookup,1,9,unexplained,,False
qwen,12,trajectory,9,1,single_transfer,sign_flipped,False
qwen,12,person_timestep_lookup,10,14,wrong_timestep,missed,True
qwen,12,trajectory,23,24,unexplained,,False
qwen,12,person_timestep_lookup,5,0,wrong_person,,True
qwen,12,person_timestep_lookup,8,12,wrong_timestep,sign_flipped,True
qwen,12,person_timestep_lookup,4,0,wrong_person,sign_flipped,True
qwen,12,person_timestep_lookup,1,0,stale,missed,True
qwen,12,trajectory,4,2,unexplained,,False
qwen,12,person_timestep_lookup,8,21,stale,,True
qwen,12,trajectory,2,4,wrong_timestep,,False
qwen,12,person_timestep_lookup,14,9,wrong_timestep,,False
qwen,12,person_timestep_lookup,10,11,wrong_timestep,missed,True
qwen,12,trajectory,8,9,wrong_timestep,missed,True
qwen,12,person_timestep_lookup,11,2,wrong_timestep,missed,True
qwen,12,person_timestep_lookup,31,6,unexplained,,False
qwen,12,trajectory,5,0,wrong_person,,False
qwen,12,person_timestep_lookup,11,1,wrong_person,,False
qwen,12,trajectory,5,1,wrong_person,sign_flipped,True
qwen,12,person_timestep_lookup,28,10,unexplained,,False
qwen,12,trajectory,2,0,stale,,True
qwen,16,person_timestep_lookup,8,1,unexplained,,False
qwen,16,trajectory,3,1,wrong_person,sign_flipped,True
qwen,16,person_timestep_lookup,5,4,wrong_person,doubled,True
qwen,16,trajectory,8,0,stale,missed,True
qwen,16,person_timestep_lookup,10,0,single_transfer,sign_flipped,False
qwen,16,trajectory,8,2,single_transfer,sign_flipped,False
qwen,16,person_timestep_lookup,1,9,stale,,True
qwen,16,person_timestep_lookup,15,4,unexplained,,False
qwen,16,trajectory,10,11,wrong_timestep,,False
qwen,16,person_timestep_lookup,12,7,unexplained,,False
qwen,16,person_timestep_lookup,15,3,wrong_person,,True
qwen,16,trajectory,5,6,stale,missed,True
qwen,16,person_timestep_lookup,5,6,wrong_person,missed,True
qwen,16,trajectory,26,18,unexplained,,False
qwen,16,person_timestep_lookup,1,22,stale,,True
qwen,16,person_timestep_lookup,11,1,wrong_person,,False
qwen,16,trajectory,3,1,wrong_timestep,doubled,True
qwen,16,person_timestep_lookup,11,8,wrong_person,,False
qwen,16,trajectory,4,2,wrong_person,sign_flipped,True
qwen,16,person_timestep_lookup,13,2,unexplained,,False
qwen,16,trajectory,0,7,wrong_person,missed,True
qwen,16,person_timestep_lookup,11,8,single_transfer,doubled,False
qwen,16,trajectory,1,7,stale,,True
qwen,16,person_timestep_lookup,4,2,wrong_person,doubled,True
qwen,16,person_timestep_lookup,3,0,wrong_person,missed,True
qwen,16,trajectory,5,2,wrong_person,missed,True
qwen,16,person_timestep_lookup,3,4,stale,doubled,True
qwen,16,trajectory,3,1,wrong_person,missed,True
qwen,16,person_timestep_lookup,10,0,unexplained,,False
qwen,16,person_timestep_lookup,4,3,wrong_timestep,missed,True
qwen,16,trajectory,3,1,wrong_person,,True
qwen,16,person_timestep_lookup,4,6,stale,missed,True
qwen,16,person_timestep_lookup,5,10,single_transfer,doubled,False
qwen,16,trajectory,16,6,stale,missed,True
qwen,16,person_timestep_lookup,15,16,wrong_timestep,doubled,True
qwen,16,trajectory,27,17,unexplained,,False
qwen,16,person_timestep_lookup,10,16,wrong_timestep,sign_flipped,True
qwen,16,trajectory,3,8,stale,,True
qwen,16,person_timestep_lookup,10,0,single_transfer,missed,False
qwen,16,trajectory,4,8,wrong_person,sign_flipped,True
qwen,16,person_timestep_lookup,11,5,single_transfer,sign_flipped,False
qwen,16,trajectory,12,8,wrong_person,sign_flipped,True
qwen,16,trajectory,12,4,unexplained,,False
qwen,16,person_timestep_lookup,2,3,stale,doubled,True
qwen,16,person_timestep_lookup,10,6,wrong_timestep,sign_flipped,True
qwen,16,trajectory,4,7,stale,missed,True
qwen,16,person_timestep_lookup,10,8,wrong_person,,True
qwen,16,trajectory,10,4,wrong_person,,True
qwen,16,person_timestep_lookup,10,1,unexplained,,False
qwen,20,person_timestep_lookup,1,0,stale,doubled,True
qwen,20,trajectory,17,20,stale,missed,True
qwen,20,person_timestep_lookup,5,9,stale,missed,True
qwen,20,trajectory,8,21,unexplained,,False
qwen,20,trajectory,26,6,single_transfer,sign_flipped,False
qwen,20,person_timestep_lookup,8,19,wrong_person,,False
qwen,20,trajectory,4,9,wrong_timestep,,False
qwen,20,person_timestep_lookup,25,11,unexplained,,False
qwen,20,person_timestep_lookup,11,2,unexplained,,False
qwen,20,person_timestep_lookup,15,0,wrong_timestep,missed,True
qwen,20,trajectory,5,3,wrong_person,,True
qwen,20,person_timestep_lookup,3,5,stale,missed,True
qwen,20,trajectory,5,10,stale,missed,True
qwen,20,person_timestep_lookup,11,0,wrong_person,missed,True
qwen,20,trajectory,12,1,unexplained,,False
qwen,20,person_timestep_lookup,11,32,wrong_person,,False
qwen,20,trajectory,12,8,wrong_person,,False
qwen,20,person_timestep_lookup,11,1,wrong_person,,True
qwen,20,trajectory,1,0,wrong_person,missed,True
qwen,20,person_timestep_lookup,10,0,wrong_person,,False
qwen,20,trajectory,5,6,wrong_person,,True
qwen,20,person_timestep_lookup,10,0,wrong_person,,True
qwen,20,trajectory,28,0,unexplained,,False
qwen,20,person_timestep_lookup,2,1,wrong_timestep,missed,True
qwen,20,trajectory,2,1,stale,doubled,True
qwen,20,person_timestep_lookup,3,9,stale,missed,True
qwen,20,trajectory,11,3,wrong_timestep,sign_flipped,True
qwen,20,person_timestep_lookup,15,13,single_transfer,sign_flipped,False
qwen,20,trajectory,12,4,wrong_timestep,,False
qwen,20,person_timestep_lookup,4,0,wrong_person,sign_flipped,True
qwen,20,trajectory,4,13,stale,missed,True
qwen,20,person_timestep_lookup,11,26,unexplained,,False
qwen,20,trajectory,3,1,wrong_person,sign_flipped,True
qwen,20,person_timestep_lookup,1,3,wrong_person,sign_flipped,True
qwen,20,person_timestep_lookup,1,19,wrong_person,sign_flipped,True
qwen,20,trajectory,13,22,wrong_person,,False
qwen,20,person_timestep_lookup,11,2,wrong_person,doubled,True
qwen,20,trajectory,8,11,wrong_person,,False
qwen,20,person_timestep_lookup,11,16,wrong_timestep,missed,True
qwen,20,person_timestep_lookup,5,4,stale,,True
qwen,20,person_timestep_lookup,2,9,stale,,True
qwen,20,trajectory,1,0,stale,missed,True
qwen,20,person_timestep_lookup,25,7,unexplained,,False
qwen,20,trajectory,18,4,wrong_timestep,sign_flipped,True
qwen,20,person_timestep_lookup,10,0,wrong_person,,False
qwen,20,trajectory,9,7,unexplained,,False
qwen,20,person_timestep_lookup,2,1,wrong_person,doubled,True
qwen,20,trajectory,2,4,stale,missed,True
qwen,20,person_timestep_lookup,10,8,single_transfer,missed,False
qwen,20,person_timestep_lookup,17,13,unexplained,,False
qwen,24,person_timestep_lookup,1,4,wrong_person,doubled,True
qwen,24,person_timestep_lookup,2,1,wrong_person,doubled,True
qwen,24,trajectory,7,5,wrong_timestep,sign_flipped,True
qwen,24,person_timestep_lookup,1,3,stale,sign_flipped,True
qwen,24,trajectory,2,1,stale,,True
qwen,24,person_timestep_lookup,10,0,single_transfer,sign_flipped,False
qwen,24,trajectory,4,0,wrong_person,sign_flipped,True
qwen,24,person_timestep_lookup,13,14,wrong_timestep,missed,True
qwen,24,trajectory,2,3,wrong_person,doubled,True
qwen,24,person_timestep_lookup,13,6,stale,,True
qwen,24,person_timestep_lookup,10,0,unexplained,,False
qwen,24,trajectory,11,13,wrong_person,,False
qwen,24,person_timestep_lookup,10,4,single_transfer,sign_flipped,False
qwen,24,trajectory,6,1,wrong_person,,False
qwen,24,person_timestep_lookup,10,0,wrong_timestep,sign_flipped,True
qwen,24,person_timestep_lookup,10,9,stale,doubled,True
qwen,24,person_timestep_lookup,3,12,stale,,True
qwen,24,trajectory,11,0,unexplained,,False
qwen,24,person_timestep_lookup,15,2,wrong_timestep,,False
qwen,24,person_timestep_lookup,22,16,single_transfer,sign_flipped,False
qwen,24,trajectory,0,1,wrong_person,missed,True
qwen,24,person_timestep_lookup,3,0,wrong_person,,True
qwen,24,trajectory,18,4,wrong_person,,False
qwen,24,person_timestep_lookup,8,0,wrong_person,missed,True
qwen,24,person_timestep_lookup,14,2,single_transfer,doubled,False
qwen,24,trajectory,6,2,wrong_person,,True
qwen,24,person_timestep_lookup,11,3,wrong_person,sign_flipped,True
qwen,24,trajectory,10,0,wrong_person,sign_flipped,True
qwen,24,person_timestep_lookup,11,8,wrong_person,doubled,True
qwen,24,person_timestep_lookup,1,0,stale,doubled,True
qwen,24,trajectory,1,0,stale,doubled,True
qwen,24,person_timestep_lookup,11,9,wrong_person,missed,True
qwen,24,trajectory,4,2,wrong_person,sign_flipped,True
qwen,24,person_timestep_lookup,1,0,wrong_person,missed,True
qwen,24,trajectory,2,8,stale,,True
qwen,24,person_timestep_lookup,12,0,wrong_person,doubled,True
qwen,24,person_timestep_lookup,15,5,wrong_timestep,,False
qwen,24,trajectory,10,6,wrong_timestep,doubled,True
qwen,24,person_timestep_lookup,10,3,single_transfer,missed,False
qwen,24,trajectory,0,1,wrong_person,doubled,True
qwen,24,person_timestep_lookup,1,4,stale,,True
qwen,24,trajectory,4,6,wrong_timestep,,False
qwen,24,person_timestep_lookup,11,0,wrong_timestep,missed,True
qwen,24,trajectory,2,0,stale,sign_flipped,True
qwen,24,person_timestep_lookup,2,0,stale,sign_flipped,True
qwen,24,person_timestep_lookup,10,0,wrong_person,,False
qwen,24,trajectory,4,3,wrong_person,,True
qwen,30,person_timestep_lookup,3,4,wrong_person,doubled,True
qwen,30,trajectory,10,4,wrong_timestep,sign_flipped,True
qwen,30,person_timestep_lookup,10,6,wrong_person,,True
qwen,30,trajectory,2,1,stale,missed,True
qwen,30,person_timestep_lookup,3,1,wrong_person,,False
qwen,30,trajectory,3,2,wrong_person,missed,True
qwen,30,person_timestep_lookup,12,33,wrong_timestep,,False
qwen,30,person_timestep_lookup,12,10,single_transfer,missed,False
qwen,30,trajectory,20,15,wrong_timestep,,False
qwen,30,person_timestep_lookup,21,8,wrong_timestep,doubled,True
qwen,30,person_timestep_lookup,5,0,wrong_timestep,doubled,True
qwen,30,trajectory,18,9,unexplained,,False
qwen,30,person_timestep_lookup,5,0,wrong_person,,True
qwen,30,person_timestep_lookup,10,0,wrong_person,doubled,True
qwen,30,person_timestep_lookup,11,0,wrong_timestep,,False
qwen,30,person_timestep_lookup,1,3,stale,sign_flipped,True
qwen,30,trajectory,10,16,wrong_person,sign_flipped,True
qwen,30,person_timestep_lookup,11,7,single_transfer,missed,False
qwen,30,person_timestep_lookup,11,1,wrong_timestep,sign_flipped,True
qwen,30,person_timestep_lookup,12,5,wrong_person,missed,True
qwen,30,trajectory,5,6,wrong_person,doubled,True
qwen,30,trajectory,2,0,wrong_person,sign_flipped,True
qwen,30,person_timestep_lookup,3,0,stale,doubled,True
qwen,30,person_timestep_lookup,1,0,stale,doubled,True
qwen,30,person_timestep_lookup,11,0,wrong_person,doubled,True
qwen,30,trajectory,4,5,wrong_person,,True
qwen,30,person_timestep_lookup,1,6,stale,missed,True
qwen,30,person_timestep_lookup,10,0,wrong_person,missed,True
qwen,30,person_timestep_lookup,22,7,unexplained,,False
qwen,30,person_timestep_lookup,1,2,stale,doubled,True
qwen,30,person_timestep_lookup,28,6,unexplained,,False
qwen,30,person_timestep_lookup,21,1,wrong_timestep,missed,True
qwen,30,trajectory,2,5,wrong_person,,True
qwen,30,person_timestep_lookup,11,0,wrong_timestep,,False
qwen,30,person_timestep_lookup,3,0,wrong_person,doubled,True
qwen,30,person_timestep_lookup,3,6,wrong_timestep,doubled,True
qwen,30,person_timestep_lookup,2,5,wrong_timestep,,False
qwen,30,trajectory,1,0,stale,missed,True
qwen,30,person_timestep_lookup,1,8,wrong_person,missed,True
